class0_pred,class1_pred,username_real,username_fake,domain_real,domain_fake,label
0.9995446503162384,0.0004553598910206347,0.0,0.0,0.0,0.0,0
0.9994191825389862,0.0005808163423353108,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.0004205140353406023,0.9995794892311096,0.0,0.0,0.0,1.0,1
0.9996975064277649,0.0003024906991413446,0.9951456310679612,0.0048543689320388345,0.8389031705227078,0.1610968294772922,0
0.9997043907642365,0.0002956130629172548,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.9996868520975113,0.0003131528847006848,0.0,0.0,1.0,0.0,0
0.999700665473938,0.0002993371435877634,0.0,0.0,0.9948186528497408,0.0051813471502590676,0
0.0013109128740325107,0.9986890703439713,0.0,0.0,0.0,1.0,1
0.00034343408515269397,0.9996565580368042,0.0,0.0,0.0,0.0,1
0.17359189699345734,0.8264080509543419,0.0,0.0,0.5,0.5,1
0.9994321912527084,0.0005678224770235829,0.0,0.0,0.9948186528497408,0.0051813471502590676,0
0.0698847071835189,0.9301152974367142,0.0,0.0,0.0,1.0,1
0.9658517092466354,0.0341483058018639,0.0,0.0,1.0,0.0,0
0.9996544271707535,0.00034558819970698107,0.0,0.0,0.0,0.0,0
0.999708741903305,0.00029123730109859025,0.0,0.0,0.9948186528497408,0.0051813471502590676,0
0.9995438903570175,0.00045609758672071626,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.0004307031231292057,0.9995692968368531,0.0,0.0,0.0,0.0,1
0.9996531307697296,0.0003468804543445003,0.9574507966260544,0.04254920337394565,0.0,0.0,0
0.986831322312355,0.013168699202651624,0.0,0.0,1.0,0.0,0
0.00036056606950296555,0.9996394068002701,0.0,0.0,0.0,0.0,1
0.00079249611007981,0.999207466840744,0.0,0.0,0.0,1.0,1
0.9996384978294373,0.00036149064089840977,0.0,0.0,0.0,0.0,0
0.0008224857519962827,0.9991775155067444,0.0,0.0,0.0,0.0,1
0.9996828585863113,0.0003171426542394329,1.0,0.0,0.0,0.0,0
0.9995055794715881,0.0004944295978930313,0.0,0.0,1.0,0.0,0
0.00043099796585011063,0.9995690286159515,0.0,0.0,0.0,1.0,1
0.00052496712487482,0.9994750171899796,0.0,0.0,0.0,0.0,1
0.9995621740818024,0.00043783633736893535,0.0,0.0,0.0,0.0,0
0.9996991157531738,0.00030087740015005693,0.0,0.0,0.0,0.0,0
0.9930185973644257,0.006981371116125956,0.0,0.0,1.0,0.0,0
0.0008593987004132941,0.9991405755281448,0.0,1.0,0.0,1.0,1
0.00034547368341009143,0.999654546380043,0.0,0.0,0.0,0.0,1
0.9997116923332214,0.0002883244696931797,0.0,0.0,0.9948186528497408,0.0051813471502590676,0
0.001438099985534791,0.9985618889331818,0.0,0.0,0.0,0.0,1
0.0011826209538412513,0.9988173544406891,0.0,0.0,0.0,1.0,1
0.0003498882738313114,0.9996501058340073,0.0,0.0,0.0,0.0,1
0.9996789544820786,0.0003210378417861648,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.0003755321840799297,0.9996244758367538,0.0,0.0,0.0,0.0,1
0.9994944781064987,0.0005055225810792763,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.00039217049561557355,0.9996078312397003,0.0,0.0,0.0,0.0,1
0.9995546042919159,0.00044540266480908036,1.0,0.0,1.0,0.0,0
0.0003652296800282784,0.9996347874403,0.0,0.0,0.0,0.0,1
0.9997122883796692,0.00028768414995283814,0.0,0.0,0.0,0.0,0
0.9996287375688553,0.00037127228279132396,0.0,0.0,1.0,0.0,0
0.9996786415576935,0.00032136172194441315,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.9996794164180756,0.0003206044066246249,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.9997054040431976,0.0002945685801023501,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.999707967042923,0.00029203185431470047,0.0,0.0,0.0,0.0,0
0.9996809214353561,0.0003190833012922667,0.0,0.0,0.0,0.0,0
0.07761038702301448,0.922389566898346,0.0,0.0,0.8389031705227078,0.1610968294772922,1
0.999653160572052,0.0003468164322839584,0.0,0.0,1.0,0.0,0
0.9997096806764603,0.00029032113206994836,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.004975596282747574,0.9950244128704071,0.0,0.0,0.0,1.0,1
0.999681830406189,0.00031819432115298696,0.9629629629629628,0.037037037037037035,0.0,0.0,0
0.0009814444783842191,0.9990185648202896,0.0,0.0,0.0,0.0,1
0.0004220661267027026,0.9995779097080231,0.0,0.0,0.0,1.0,1
0.0004770924570038914,0.9995229244232178,0.0,1.0,0.0,0.0,1
0.0013453207875500084,0.9986546635627747,0.0,0.0,0.0,1.0,1
0.9996948540210724,0.000305160712741781,0.0,0.0,1.0,0.0,0
0.00118026627569634,0.9988197237253189,0.0,0.0,0.0,0.0,1
0.9996470808982849,0.0003528970537445274,0.9902912621359224,0.009708737864077669,1.0,0.0,0
0.9997001141309738,0.00029987172092660325,0.0,0.0,1.0,0.0,0
0.00043085366360173794,0.9995691627264023,0.0,0.0,0.0,0.0,1
0.9997044503688812,0.00029555140963566373,1.0,0.0,0.0,0.0,0
0.005953260460046294,0.9940467476844788,0.0,0.0,0.0,1.0,1
0.00038208225214475533,0.9996179342269897,0.0,0.0,0.0,0.0,1
0.9996993690729141,0.0003006251245096791,1.0,0.0,0.0,0.0,0
0.00036211381120665465,0.9996379017829895,0.0,0.0,0.0,0.0,1
0.9993413388729095,0.0006586500612684176,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.00035162946187483607,0.9996483772993087,0.0,0.0,0.0,0.0,1
0.9996581077575684,0.00034190744554507546,1.0,0.0,0.0,0.0,0
0.9970271289348602,0.0029728660210821545,0.0,0.0,1.0,0.0,0
0.9997079968452454,0.00029199882465036353,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.9994993358850479,0.0005006682367820758,0.0,0.0,0.0,0.0,0
0.0005341262649380951,0.9994658827781677,0.0,0.0,0.0,0.0,1
0.00034792171754816076,0.9996521025896072,0.0,0.0,0.0,0.0,1
0.9995136559009552,0.0004863587273575831,0.0,0.0,1.0,0.0,0
0.0003580199208954582,0.9996419847011566,0.0,0.0,0.0,0.0,1
0.9995773732662201,0.0004226303226460004,0.0,0.0,0.0,0.0,0
0.0009274208714487032,0.9990725517272949,0.0,0.0,0.0,0.0,1
0.9996983110904694,0.0003016709360963432,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.002193013970099855,0.9978070110082626,0.0,0.0,0.0,0.0,1
0.9996971637010574,0.00030285257707873825,0.9951456310679612,0.0048543689320388345,0.0,0.0,0
0.00034866949226852734,0.9996513575315475,0.0,0.0,0.0,0.0,1
0.0008786883990978822,0.99912129342556,0.0,0.0,0.0,0.0,1
0.9967292249202729,0.003270758586040756,0.0,0.0,0.0,0.0,0
0.9997024387121201,0.00029759463632217376,0.0,0.0,0.0,0.0,0
0.9996787905693054,0.00032116606689669414,0.0,0.0,0.0,0.0,0
0.9997072517871857,0.00029273629752424313,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.9996308237314224,0.00036919077319907956,0.9629629629629628,0.037037037037037035,0.8389031705227078,0.1610968294772922,0
0.000397766742935346,0.9996022582054138,0.0,0.0,0.0,0.0,1
0.9997116774320602,0.0002883159722841811,0.9814814814814814,0.018518518518518517,0.0,0.0,0
0.0003433030642554513,0.9996566921472549,0.0,0.0,0.0,0.0,1
0.9995325356721878,0.00046741966070840135,0.0,0.0,1.0,0.0,0
0.9996218681335449,0.0003781103732762858,0.7857142857142857,0.21428571428571427,0.0,0.0,0
0.9995922446250916,0.0004077718458574964,0.0,0.0,0.0,0.0,0
0.9996869266033173,0.00031305205448006745,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.9997186958789825,0.00028126033294029185,0.0,0.0,0.0,0.0,0
0.007440218229930906,0.9925597608089447,0.0,0.0,0.0,0.0,1
0.9997153282165527,0.00028466361936807516,0.0,0.0,0.0,0.0,0
0.00034471784238121467,0.9996552914381027,0.0,0.0,0.0,0.0,1
0.0004920749561279081,0.9995079338550568,0.0,0.0,0.0,0.0,1
0.0004263035807525739,0.9995737224817276,0.0,0.0,0.0,0.0,1
0.9996594488620758,0.0003405506904528011,0.0,0.0,1.0,0.0,0
0.9996275454759597,0.00037248396893119207,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.00038792363829998067,0.9996120631694794,0.0,0.0,0.0,1.0,1
0.9993178099393843,0.0006822168015787611,0.983008781977854,0.016991218022145857,1.0,0.0,0
0.9987940043210983,0.0012060123044648208,0.0,0.0,1.0,0.0,0
0.00039308246232394595,0.9996069222688675,0.0,0.0,0.0,0.0,1
0.9997064471244812,0.0002935567754320801,0.0,0.0,1.0,0.0,0
0.00036841402061327244,0.9996316134929657,0.0,0.0,0.0,0.0,1
0.00044104251219323487,0.9995589554309845,0.0,0.0,0.0,0.0,1
0.9996892064809799,0.00031075716469786135,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.9990998357534409,0.0009001754515338688,0.0,0.0,1.0,0.0,0
0.9996632039546967,0.0003367824465385638,0.0,0.0,1.0,0.0,0
0.999643862247467,0.00035614528678706847,1.0,0.0,0.0,0.0,0
0.9996589124202728,0.00034105877512047295,0.0,0.0,0.0,0.0,0
0.0010294327221345156,0.9989705681800842,0.0,0.0,0.8389031705227078,0.1610968294772922,1
0.0005775923737019184,0.9994224309921265,0.0,0.0,0.0,0.0,1
0.9996979087591171,0.00030206926658138395,0.9629629629629628,0.037037037037037035,1.0,0.0,0
0.9995906800031662,0.0004093212482985109,0.0,0.0,0.9948186528497408,0.0051813471502590676,0
0.99947889149189,0.0005211182506172918,0.0,0.0,1.0,0.0,0
0.9997039288282396,0.00029607754959215526,0.0,0.0,0.8389031705227078,0.1610968294772922,0
0.9996777325868607,0.0003222731802452472,1.0,0.0,1.0,0.0,0
