id,model1_Class0,model1_Class1,model2_Class0,model2_Class1,model3_Class0,model3_Class1,model4_Class0,model4_Class1,Label
1,0.9992889165878296,0.0007111029117368162,0.9990757703781128,0.0009242217056453228,0.9998561143875122,0.00014388098497875035,0.999957799911499,4.2233961721649393e-05,0
2,0.9997028708457947,0.000297089311061427,0.9981542229652405,0.0018458114936947823,0.999927282333374,7.273189112311229e-05,0.9998923540115356,0.00010763267346192151,0
3,0.0004181185213383287,0.9995818734169006,0.0009374687215313315,0.9990625977516174,2.640977436385583e-05,0.9999735355377197,0.000300059124128893,0.9996999502182007,1
4,0.9998642206192017,0.00013574646436609328,0.9990352392196655,0.0009647938422858715,0.9999299049377441,7.006827217992395e-05,0.9999606609344482,3.935421773348935e-05,0
5,0.9998434782028198,0.0001565315469633788,0.9990711212158203,0.000928838737308979,0.9999470710754395,5.2926683565601707e-05,0.9999558925628662,4.415528383105993e-05,0
6,0.9998242259025574,0.00017585638852324337,0.9990819692611694,0.0009179727057926357,0.9998838901519775,0.00011615258699748665,0.9999573230743408,4.2629857489373535e-05,0
7,0.9998430013656616,0.00015698789502494037,0.999085545539856,0.0009144084760919213,0.9999234676361084,7.655499939573929e-05,0.999950647354126,4.93972038384527e-05,0
8,0.0004131079185754061,0.9995868802070618,0.0009352503111585975,0.9990647435188293,4.7068853746168315e-05,0.9999529123306274,0.00384822441264987,0.9961517453193665,1
9,0.00037640673690475523,0.9996235370635986,0.000903939304407686,0.9990960359573364,4.340798841440119e-05,0.9999566078186035,4.998231088393368e-05,0.9999500513076782,1
10,0.0008870274177752435,0.9991129040718079,0.056427862495183945,0.9435721039772034,0.010461194440722466,0.9895387291908264,0.6265915036201477,0.3734084665775299,1
11,0.99981290102005,0.00018710999574977905,0.9990888833999634,0.0009111379622481763,0.9989147186279297,0.0010852927807718515,0.9999122619628906,8.77491693245247e-05,0
12,0.0012001123977825046,0.9987999200820923,0.0033234001602977514,0.9966765642166138,0.00036811010795645416,0.9996318817138672,0.27464720606803894,0.7253528237342834,1
13,0.9998086094856262,0.00019146873091813177,0.9990956783294678,0.0009043515892699361,0.8645998239517212,0.13540019094944,0.9999027252197266,9.72119378275238e-05,0
14,0.9998199343681335,0.00018010096391662955,0.9990398287773132,0.000960110395681113,0.9998052716255188,0.00019476577290333807,0.9999526739120483,4.73756663268432e-05,0
15,0.9998626708984375,0.0001373355189571157,0.9990851879119873,0.0009147779201157391,0.9999339580535889,6.600384949706495e-05,0.9999531507492065,4.683191582444124e-05,0
